ip,channel,strength,ssid,time,lat,lon
A4:88:73:AE:44:06,11,-83,_Free_Wifi_Berlin,1668710928,52.515340798,13.326440297
90:72:40:10:43:8A,11,-85,ABTC,1668710928,52.515340798,13.326440297
00:1F:45:96:93:D8,9,-93,WDS,1668710928,52.515340798,13.326440297
C8:84:A1:7C:DA:A6,1,-74,_Free_Wifi_Berlin,1668710928,52.515340798,13.326440297
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710928,52.515340798,13.326440297
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710928,52.515340798,13.326440297
C8:84:A1:7C:DA:A2,1,-75,eduroam,1668710930,52.515343912,13.326429358
C8:84:A1:7C:DA:A3,1,-77,TUB-Guest,1668710930,52.515343912,13.326429358
24:F5:A2:2D:EB:91,1,-51,LAA-Coexistence Experiment,1668710930,52.515343912,13.326429358
C8:84:A1:93:04:41,11,-73, ,1668710930,52.515343912,13.326429358
C8:84:A1:93:04:42,11,-69,eduroam,1668710930,52.515343912,13.326429358
C8:84:A1:93:04:43,11,-73,TUB-Guest,1668710930,52.515343912,13.326429358
C8:84:A1:93:04:46,11,-73,_Free_Wifi_Berlin,1668710930,52.515343912,13.326429358
C8:84:A1:7D:60:A1,11,-77, ,1668710930,52.515343912,13.326429358
C8:84:A1:7D:60:A2,11,-76,eduroam,1668710930,52.515343912,13.326429358
C8:84:A1:7D:60:A6,11,-67,_Free_Wifi_Berlin,1668710930,52.515343912,13.326429358
C8:84:A1:7D:60:A3,11,-67,TUB-Guest,1668710930,52.515343912,13.326429358
64:66:B3:6F:90:2B,11,-82,TKN-VRULab,1668710930,52.515343912,13.326429358
64:70:02:3E:AA:D1,13,-65,Schwammerl2,1668710930,52.515343912,13.326429358
5C:E1:76:66:02:E3,1,-68,TUB-Guest,1668710930,52.515343912,13.326429358
5C:E1:76:66:02:E6,1,-67,_Free_Wifi_Berlin,1668710930,52.515343912,13.326429358
CC:7F:75:5D:38:A1,11,-80, ,1668710930,52.515343912,13.326429358
CC:7F:75:5D:38:A2,11,-84,eduroam,1668710930,52.515343912,13.326429358
5C:E1:76:66:02:E2,1,-67,eduroam,1668710930,52.515343912,13.326429358
CC:7F:75:5D:38:A3,11,-82,TUB-Guest,1668710930,52.515343912,13.326429358
C2:D9:39:A2:C6:8A,11,-79,41haha,1668710930,52.515343912,13.326429358
CC:7F:75:5D:38:A6,11,-83,_Free_Wifi_Berlin,1668710930,52.515343912,13.326429358
5C:E1:76:66:02:E1,1,-67, ,1668710930,52.515343912,13.326429358
C8:84:A1:7C:DA:A1,1,-78, ,1668710930,52.515343912,13.326429358
A4:88:73:AE:3F:E2,11,-84,eduroam,1668710930,52.515343912,13.326429358
02:C8:DA:8F:95:76,6,-89,AndroidAP0BAB,1668710930,52.515343912,13.326429358
A4:88:73:AE:3F:E1,11,-78, ,1668710930,52.515343912,13.326429358
A4:88:73:AE:3F:E6,11,-78,_Free_Wifi_Berlin,1668710930,52.515343912,13.326429358
10:7B:44:96:31:18,13,-91,ASUS_ODS,1668710930,52.515343912,13.326429358
10:7B:44:96:20:60,13,-87, ,1668710930,52.515343912,13.326429358
E0:28:6D:92:04:70,6,-88,kgw,1668710930,52.515343912,13.326429358
7C:8B:CA:DE:FF:6C,6,-86,Kollmorgen,1668710930,52.515343912,13.326429358
A4:88:73:AE:44:06,11,-83,_Free_Wifi_Berlin,1668710930,52.515343912,13.326429358
90:72:40:10:43:8A,11,-85,ABTC,1668710930,52.515343912,13.326429358
00:1F:45:96:93:D8,9,-93,WDS,1668710930,52.515343912,13.326429358
C8:84:A1:7C:DA:A6,1,-76,_Free_Wifi_Berlin,1668710930,52.515343912,13.326429358
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710930,52.515343912,13.326429358
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710930,52.515343912,13.326429358
C8:84:A1:7C:DA:A2,1,-75,eduroam,1668710933,52.515343912,13.326429358
C8:84:A1:7C:DA:A3,1,-77,TUB-Guest,1668710933,52.515343912,13.326429358
24:F5:A2:2D:EB:91,1,-51,LAA-Coexistence Experiment,1668710933,52.515343912,13.326429358
C8:84:A1:93:04:41,11,-73, ,1668710933,52.515343912,13.326429358
C8:84:A1:93:04:42,11,-74,eduroam,1668710933,52.515343912,13.326429358
C8:84:A1:93:04:43,11,-73,TUB-Guest,1668710933,52.515343912,13.326429358
C8:84:A1:93:04:46,11,-73,_Free_Wifi_Berlin,1668710933,52.515343912,13.326429358
C8:84:A1:7D:60:A1,11,-69, ,1668710933,52.515343912,13.326429358
C8:84:A1:7D:60:A2,11,-69,eduroam,1668710933,52.515343912,13.326429358
C8:84:A1:7D:60:A6,11,-69,_Free_Wifi_Berlin,1668710933,52.515343912,13.326429358
C8:84:A1:7D:60:A3,11,-70,TUB-Guest,1668710933,52.515343912,13.326429358
64:66:B3:6F:90:2B,11,-88,TKN-VRULab,1668710933,52.515343912,13.326429358
64:70:02:3E:AA:D1,13,-65,Schwammerl2,1668710933,52.515343912,13.326429358
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710933,52.515343912,13.326429358
5C:E1:76:66:02:E6,1,-72,_Free_Wifi_Berlin,1668710933,52.515343912,13.326429358
CC:7F:75:5D:38:A1,11,-80, ,1668710933,52.515343912,13.326429358
CC:7F:75:5D:38:A2,11,-84,eduroam,1668710933,52.515343912,13.326429358
5C:E1:76:66:02:E2,1,-73,eduroam,1668710933,52.515343912,13.326429358
CC:7F:75:5D:38:A3,11,-82,TUB-Guest,1668710933,52.515343912,13.326429358
C2:D9:39:A2:C6:8A,11,-79,41haha,1668710933,52.515343912,13.326429358
CC:7F:75:5D:38:A6,11,-83,_Free_Wifi_Berlin,1668710933,52.515343912,13.326429358
5C:E1:76:66:02:E1,1,-73, ,1668710933,52.515343912,13.326429358
C8:84:A1:7C:DA:A1,1,-78, ,1668710933,52.515343912,13.326429358
A4:88:73:AE:3F:E2,11,-85,eduroam,1668710933,52.515343912,13.326429358
02:C8:DA:8F:95:76,6,-89,AndroidAP0BAB,1668710933,52.515343912,13.326429358
A4:88:73:AE:3F:E1,11,-78, ,1668710933,52.515343912,13.326429358
A4:88:73:AE:3F:E6,11,-78,_Free_Wifi_Berlin,1668710933,52.515343912,13.326429358
10:7B:44:96:31:18,13,-91,ASUS_ODS,1668710933,52.515343912,13.326429358
10:7B:44:96:20:60,13,-87, ,1668710933,52.515343912,13.326429358
E0:28:6D:92:04:70,6,-88,kgw,1668710933,52.515343912,13.326429358
7C:8B:CA:DE:FF:6C,6,-86,Kollmorgen,1668710933,52.515343912,13.326429358
A4:88:73:AE:44:06,11,-83,_Free_Wifi_Berlin,1668710933,52.515343912,13.326429358
90:72:40:10:43:8A,11,-85,ABTC,1668710933,52.515343912,13.326429358
00:1F:45:96:93:D8,9,-93,WDS,1668710933,52.515343912,13.326429358
C8:84:A1:7C:DA:A6,1,-76,_Free_Wifi_Berlin,1668710933,52.515343912,13.326429358
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710933,52.515343912,13.326429358
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710933,52.515343912,13.326429358
C8:84:A1:7C:DA:A2,1,-75,eduroam,1668710935,52.515338443,13.326429358
C8:84:A1:7C:DA:A3,1,-77,TUB-Guest,1668710935,52.515338443,13.326429358
24:F5:A2:2D:EB:91,1,-51,LAA-Coexistence Experiment,1668710935,52.515338443,13.326429358
C8:84:A1:93:04:41,11,-75, ,1668710935,52.515338443,13.326429358
C8:84:A1:93:04:42,11,-74,eduroam,1668710935,52.515338443,13.326429358
C8:84:A1:93:04:43,11,-75,TUB-Guest,1668710935,52.515338443,13.326429358
C8:84:A1:93:04:46,11,-72,_Free_Wifi_Berlin,1668710935,52.515338443,13.326429358
C8:84:A1:7D:60:A1,11,-69, ,1668710935,52.515338443,13.326429358
C8:84:A1:7D:60:A2,11,-78,eduroam,1668710935,52.515338443,13.326429358
C8:84:A1:7D:60:A6,11,-69,_Free_Wifi_Berlin,1668710935,52.515338443,13.326429358
C8:84:A1:7D:60:A3,11,-78,TUB-Guest,1668710935,52.515338443,13.326429358
64:66:B3:6F:90:2B,11,-88,TKN-VRULab,1668710935,52.515338443,13.326429358
64:70:02:3E:AA:D1,13,-64,Schwammerl2,1668710935,52.515338443,13.326429358
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710935,52.515338443,13.326429358
5C:E1:76:66:02:E6,1,-72,_Free_Wifi_Berlin,1668710935,52.515338443,13.326429358
CC:7F:75:5D:38:A1,11,-83, ,1668710935,52.515338443,13.326429358
CC:7F:75:5D:38:A2,11,-84,eduroam,1668710935,52.515338443,13.326429358
5C:E1:76:66:02:E2,1,-73,eduroam,1668710935,52.515338443,13.326429358
CC:7F:75:5D:38:A3,11,-85,TUB-Guest,1668710935,52.515338443,13.326429358
C2:D9:39:A2:C6:8A,11,-79,41haha,1668710935,52.515338443,13.326429358
CC:7F:75:5D:38:A6,11,-83,_Free_Wifi_Berlin,1668710935,52.515338443,13.326429358
5C:E1:76:66:02:E1,1,-73, ,1668710935,52.515338443,13.326429358
C8:84:A1:7C:DA:A1,1,-78, ,1668710935,52.515338443,13.326429358
A4:88:73:AE:3F:E2,11,-85,eduroam,1668710935,52.515338443,13.326429358
02:C8:DA:8F:95:76,6,-89,AndroidAP0BAB,1668710935,52.515338443,13.326429358
A4:88:73:AE:3F:E1,11,-78, ,1668710935,52.515338443,13.326429358
A4:88:73:AE:3F:E6,11,-78,_Free_Wifi_Berlin,1668710935,52.515338443,13.326429358
E0:28:6D:92:04:70,6,-88,kgw,1668710935,52.515338443,13.326429358
7C:8B:CA:DE:FF:6C,6,-86,Kollmorgen,1668710935,52.515338443,13.326429358
A4:88:73:AE:44:06,11,-83,_Free_Wifi_Berlin,1668710935,52.515338443,13.326429358
90:72:40:10:43:8A,11,-85,ABTC,1668710935,52.515338443,13.326429358
00:1F:45:96:93:D8,9,-93,WDS,1668710935,52.515338443,13.326429358
C8:84:A1:7C:DA:A6,1,-78,_Free_Wifi_Berlin,1668710935,52.515338443,13.326429358
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710935,52.515338443,13.326429358
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710935,52.515338443,13.326429358
C8:84:A1:7C:DA:A2,1,-75,eduroam,1668710938,52.515327506,13.326429358
C8:84:A1:7C:DA:A3,1,-77,TUB-Guest,1668710938,52.515327506,13.326429358
24:F5:A2:2D:EB:91,1,-51,LAA-Coexistence Experiment,1668710938,52.515327506,13.326429358
C8:84:A1:93:04:41,11,-68, ,1668710938,52.515327506,13.326429358
C8:84:A1:93:04:42,11,-69,eduroam,1668710938,52.515327506,13.326429358
C8:84:A1:93:04:43,11,-69,TUB-Guest,1668710938,52.515327506,13.326429358
C8:84:A1:93:04:46,11,-70,_Free_Wifi_Berlin,1668710938,52.515327506,13.326429358
C8:84:A1:7D:60:A1,11,-73, ,1668710938,52.515327506,13.326429358
C8:84:A1:7D:60:A2,11,-74,eduroam,1668710938,52.515327506,13.326429358
C8:84:A1:7D:60:A6,11,-73,_Free_Wifi_Berlin,1668710938,52.515327506,13.326429358
C8:84:A1:7D:60:A3,11,-73,TUB-Guest,1668710938,52.515327506,13.326429358
64:66:B3:6F:90:2B,11,-81,TKN-VRULab,1668710938,52.515327506,13.326429358
64:70:02:3E:AA:D1,13,-62,Schwammerl2,1668710938,52.515327506,13.326429358
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710938,52.515327506,13.326429358
5C:E1:76:66:02:E6,1,-74,_Free_Wifi_Berlin,1668710938,52.515327506,13.326429358
CC:7F:75:5D:38:A1,11,-83, ,1668710938,52.515327506,13.326429358
CC:7F:75:5D:38:A2,11,-82,eduroam,1668710938,52.515327506,13.326429358
5C:E1:76:66:02:E2,1,-74,eduroam,1668710938,52.515327506,13.326429358
CC:7F:75:5D:38:A3,11,-85,TUB-Guest,1668710938,52.515327506,13.326429358
C2:D9:39:A2:C6:8A,11,-80,41haha,1668710938,52.515327506,13.326429358
CC:7F:75:5D:38:A6,11,-83,_Free_Wifi_Berlin,1668710938,52.515327506,13.326429358
5C:E1:76:66:02:E1,1,-74, ,1668710938,52.515327506,13.326429358
C8:84:A1:7C:DA:A1,1,-78, ,1668710938,52.515327506,13.326429358
A4:88:73:AE:3F:E2,11,-85,eduroam,1668710938,52.515327506,13.326429358
02:C8:DA:8F:95:76,6,-86,AndroidAP0BAB,1668710938,52.515327506,13.326429358
A4:88:73:AE:3F:E1,11,-78, ,1668710938,52.515327506,13.326429358
A4:88:73:AE:3F:E6,11,-78,_Free_Wifi_Berlin,1668710938,52.515327506,13.326429358
E0:28:6D:92:04:70,6,-88,kgw,1668710938,52.515327506,13.326429358
7C:8B:CA:DE:FF:6C,6,-86,Kollmorgen,1668710938,52.515327506,13.326429358
A4:88:73:AE:44:06,11,-83,_Free_Wifi_Berlin,1668710938,52.515327506,13.326429358
90:72:40:10:43:8A,11,-85,ABTC,1668710938,52.515327506,13.326429358
00:1F:45:96:93:D8,9,-93,WDS,1668710938,52.515327506,13.326429358
C8:84:A1:7C:DA:A6,1,-78,_Free_Wifi_Berlin,1668710938,52.515327506,13.326429358
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710938,52.515327506,13.326429358
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710938,52.515327506,13.326429358
C8:84:A1:7C:DA:A2,1,-79,eduroam,1668710940,52.515320394,13.326443692
C8:84:A1:7C:DA:A3,1,-78,TUB-Guest,1668710940,52.515320394,13.326443692
24:F5:A2:2D:EB:91,1,-52,LAA-Coexistence Experiment,1668710940,52.515320394,13.326443692
C8:84:A1:93:04:41,11,-74, ,1668710940,52.515320394,13.326443692
C8:84:A1:93:04:42,11,-75,eduroam,1668710940,52.515320394,13.326443692
C8:84:A1:93:04:43,11,-74,TUB-Guest,1668710940,52.515320394,13.326443692
C8:84:A1:93:04:46,11,-73,_Free_Wifi_Berlin,1668710940,52.515320394,13.326443692
C8:84:A1:7D:60:A1,11,-73, ,1668710940,52.515320394,13.326443692
C8:84:A1:7D:60:A2,11,-74,eduroam,1668710940,52.515320394,13.326443692
C8:84:A1:7D:60:A6,11,-77,_Free_Wifi_Berlin,1668710940,52.515320394,13.326443692
C8:84:A1:7D:60:A3,11,-73,TUB-Guest,1668710940,52.515320394,13.326443692
64:66:B3:6F:90:2B,11,-84,TKN-VRULab,1668710940,52.515320394,13.326443692
64:70:02:3E:AA:D1,13,-63,Schwammerl2,1668710940,52.515320394,13.326443692
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710940,52.515320394,13.326443692
5C:E1:76:66:02:E6,1,-72,_Free_Wifi_Berlin,1668710940,52.515320394,13.326443692
CC:7F:75:5D:38:A1,11,-83, ,1668710940,52.515320394,13.326443692
CC:7F:75:5D:38:A2,11,-77,eduroam,1668710940,52.515320394,13.326443692
5C:E1:76:66:02:E2,1,-72,eduroam,1668710940,52.515320394,13.326443692
CC:7F:75:5D:38:A3,11,-76,TUB-Guest,1668710940,52.515320394,13.326443692
C2:D9:39:A2:C6:8A,11,-75,41haha,1668710940,52.515320394,13.326443692
CC:7F:75:5D:38:A6,11,-76,_Free_Wifi_Berlin,1668710940,52.515320394,13.326443692
5C:E1:76:66:02:E1,1,-74, ,1668710940,52.515320394,13.326443692
C8:84:A1:7C:DA:A1,1,-78, ,1668710940,52.515320394,13.326443692
A4:88:73:AE:3F:E2,11,-85,eduroam,1668710940,52.515320394,13.326443692
02:C8:DA:8F:95:76,6,-86,AndroidAP0BAB,1668710940,52.515320394,13.326443692
A4:88:73:AE:3F:E1,11,-78, ,1668710940,52.515320394,13.326443692
A4:88:73:AE:3F:E6,11,-78,_Free_Wifi_Berlin,1668710940,52.515320394,13.326443692
E0:28:6D:92:04:70,6,-88,kgw,1668710940,52.515320394,13.326443692
90:72:40:10:43:8A,11,-85,ABTC,1668710940,52.515320394,13.326443692
00:1F:45:96:93:D8,9,-93,WDS,1668710940,52.515320394,13.326443692
C8:84:A1:7C:DA:A6,1,-78,_Free_Wifi_Berlin,1668710940,52.515320394,13.326443692
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710940,52.515320394,13.326443692
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710940,52.515320394,13.326443692
CC:DB:93:1A:35:86,6,-82,_Free_Wifi_Berlin,1668710940,52.515320394,13.326443692
A4:88:73:AE:44:02,11,-87,eduroam,1668710940,52.515320394,13.326443692
C8:84:A1:7C:DA:A2,1,-79,eduroam,1668710943,52.515318923,13.326440297
C8:84:A1:7C:DA:A3,1,-78,TUB-Guest,1668710943,52.515318923,13.326440297
24:F5:A2:2D:EB:91,1,-81,LAA-Coexistence Experiment,1668710943,52.515318923,13.326440297
C8:84:A1:93:04:41,11,-74, ,1668710943,52.515318923,13.326440297
C8:84:A1:93:04:42,11,-74,eduroam,1668710943,52.515318923,13.326440297
C8:84:A1:93:04:43,11,-75,TUB-Guest,1668710943,52.515318923,13.326440297
C8:84:A1:93:04:46,11,-74,_Free_Wifi_Berlin,1668710943,52.515318923,13.326440297
C8:84:A1:7D:60:A1,11,-73, ,1668710943,52.515318923,13.326440297
C8:84:A1:7D:60:A2,11,-74,eduroam,1668710943,52.515318923,13.326440297
C8:84:A1:7D:60:A6,11,-77,_Free_Wifi_Berlin,1668710943,52.515318923,13.326440297
C8:84:A1:7D:60:A3,11,-73,TUB-Guest,1668710943,52.515318923,13.326440297
64:66:B3:6F:90:2B,11,-86,TKN-VRULab,1668710943,52.515318923,13.326440297
64:70:02:3E:AA:D1,13,-63,Schwammerl2,1668710943,52.515318923,13.326440297
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710943,52.515318923,13.326440297
5C:E1:76:66:02:E6,1,-72,_Free_Wifi_Berlin,1668710943,52.515318923,13.326440297
CC:7F:75:5D:38:A1,11,-76, ,1668710943,52.515318923,13.326440297
CC:7F:75:5D:38:A2,11,-76,eduroam,1668710943,52.515318923,13.326440297
5C:E1:76:66:02:E2,1,-72,eduroam,1668710943,52.515318923,13.326440297
CC:7F:75:5D:38:A3,11,-76,TUB-Guest,1668710943,52.515318923,13.326440297
C2:D9:39:A2:C6:8A,11,-79,41haha,1668710943,52.515318923,13.326440297
CC:7F:75:5D:38:A6,11,-76,_Free_Wifi_Berlin,1668710943,52.515318923,13.326440297
5C:E1:76:66:02:E1,1,-74, ,1668710943,52.515318923,13.326440297
A4:88:73:AE:3F:E2,11,-85,eduroam,1668710943,52.515318923,13.326440297
02:C8:DA:8F:95:76,6,-86,AndroidAP0BAB,1668710943,52.515318923,13.326440297
A4:88:73:AE:3F:E1,11,-78, ,1668710943,52.515318923,13.326440297
A4:88:73:AE:3F:E6,11,-78,_Free_Wifi_Berlin,1668710943,52.515318923,13.326440297
E0:28:6D:92:04:70,6,-88,kgw,1668710943,52.515318923,13.326440297
90:72:40:10:43:8A,11,-85,ABTC,1668710943,52.515318923,13.326440297
00:1F:45:96:93:D8,9,-93,WDS,1668710943,52.515318923,13.326440297
C8:84:A1:7C:DA:A6,1,-78,_Free_Wifi_Berlin,1668710943,52.515318923,13.326440297
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710943,52.515318923,13.326440297
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710943,52.515318923,13.326440297
CC:DB:93:1A:35:86,6,-82,_Free_Wifi_Berlin,1668710943,52.515318923,13.326440297
A4:88:73:AE:44:02,11,-87,eduroam,1668710943,52.515318923,13.326440297
C8:84:A1:7C:DA:A2,1,-79,eduroam,1668710945,52.515303228,13.326465569
C8:84:A1:7C:DA:A3,1,-78,TUB-Guest,1668710945,52.515303228,13.326465569
24:F5:A2:2D:EB:91,1,-53,LAA-Coexistence Experiment,1668710945,52.515303228,13.326465569
C8:84:A1:93:04:41,11,-74, ,1668710945,52.515303228,13.326465569
C8:84:A1:93:04:42,11,-74,eduroam,1668710945,52.515303228,13.326465569
C8:84:A1:93:04:43,11,-75,TUB-Guest,1668710945,52.515303228,13.326465569
C8:84:A1:93:04:46,11,-74,_Free_Wifi_Berlin,1668710945,52.515303228,13.326465569
C8:84:A1:7D:60:A1,11,-73, ,1668710945,52.515303228,13.326465569
C8:84:A1:7D:60:A2,11,-74,eduroam,1668710945,52.515303228,13.326465569
C8:84:A1:7D:60:A6,11,-77,_Free_Wifi_Berlin,1668710945,52.515303228,13.326465569
C8:84:A1:7D:60:A3,11,-73,TUB-Guest,1668710945,52.515303228,13.326465569
64:66:B3:6F:90:2B,11,-86,TKN-VRULab,1668710945,52.515303228,13.326465569
64:70:02:3E:AA:D1,13,-65,Schwammerl2,1668710945,52.515303228,13.326465569
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710945,52.515303228,13.326465569
5C:E1:76:66:02:E6,1,-72,_Free_Wifi_Berlin,1668710945,52.515303228,13.326465569
CC:7F:75:5D:38:A1,11,-74, ,1668710945,52.515303228,13.326465569
CC:7F:75:5D:38:A2,11,-75,eduroam,1668710945,52.515303228,13.326465569
5C:E1:76:66:02:E2,1,-72,eduroam,1668710945,52.515303228,13.326465569
CC:7F:75:5D:38:A3,11,-75,TUB-Guest,1668710945,52.515303228,13.326465569
C2:D9:39:A2:C6:8A,11,-79,41haha,1668710945,52.515303228,13.326465569
CC:7F:75:5D:38:A6,11,-75,_Free_Wifi_Berlin,1668710945,52.515303228,13.326465569
5C:E1:76:66:02:E1,1,-74, ,1668710945,52.515303228,13.326465569
A4:88:73:AE:3F:E2,11,-85,eduroam,1668710945,52.515303228,13.326465569
02:C8:DA:8F:95:76,6,-86,AndroidAP0BAB,1668710945,52.515303228,13.326465569
A4:88:73:AE:3F:E1,11,-78, ,1668710945,52.515303228,13.326465569
A4:88:73:AE:3F:E6,11,-78,_Free_Wifi_Berlin,1668710945,52.515303228,13.326465569
E0:28:6D:92:04:70,6,-88,kgw,1668710945,52.515303228,13.326465569
90:72:40:10:43:8A,11,-85,ABTC,1668710945,52.515303228,13.326465569
00:1F:45:96:93:D8,9,-93,WDS,1668710945,52.515303228,13.326465569
C8:84:A1:7C:DA:A6,1,-78,_Free_Wifi_Berlin,1668710945,52.515303228,13.326465569
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710945,52.515303228,13.326465569
A4:88:73:AE:3F:E3,11,-78,TUB-Guest,1668710945,52.515303228,13.326465569
CC:DB:93:1A:35:86,6,-82,_Free_Wifi_Berlin,1668710945,52.515303228,13.326465569
A4:88:73:AE:44:02,11,-87,eduroam,1668710945,52.515303228,13.326465569
CC:DB:93:1A:35:81,6,-83, ,1668710945,52.515303228,13.326465569
C8:84:A1:7C:DA:A2,1,-79,eduroam,1668710948,52.515301758,13.326462173
C8:84:A1:7C:DA:A3,1,-78,TUB-Guest,1668710948,52.515301758,13.326462173
24:F5:A2:2D:EB:91,1,-53,LAA-Coexistence Experiment,1668710948,52.515301758,13.326462173
C8:84:A1:93:04:41,11,-75, ,1668710948,52.515301758,13.326462173
C8:84:A1:93:04:42,11,-75,eduroam,1668710948,52.515301758,13.326462173
C8:84:A1:93:04:43,11,-75,TUB-Guest,1668710948,52.515301758,13.326462173
C8:84:A1:93:04:46,11,-75,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
C8:84:A1:7D:60:A1,11,-74, ,1668710948,52.515301758,13.326462173
C8:84:A1:7D:60:A2,11,-74,eduroam,1668710948,52.515301758,13.326462173
C8:84:A1:7D:60:A6,11,-73,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
C8:84:A1:7D:60:A3,11,-73,TUB-Guest,1668710948,52.515301758,13.326462173
64:66:B3:6F:90:2B,11,-86,TKN-VRULab,1668710948,52.515301758,13.326462173
64:70:02:3E:AA:D1,13,-78,Schwammerl2,1668710948,52.515301758,13.326462173
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710948,52.515301758,13.326462173
5C:E1:76:66:02:E6,1,-70,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
CC:7F:75:5D:38:A1,11,-74, ,1668710948,52.515301758,13.326462173
CC:7F:75:5D:38:A2,11,-75,eduroam,1668710948,52.515301758,13.326462173
5C:E1:76:66:02:E2,1,-72,eduroam,1668710948,52.515301758,13.326462173
CC:7F:75:5D:38:A3,11,-77,TUB-Guest,1668710948,52.515301758,13.326462173
C2:D9:39:A2:C6:8A,11,-79,41haha,1668710948,52.515301758,13.326462173
CC:7F:75:5D:38:A6,11,-75,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
5C:E1:76:66:02:E1,1,-72, ,1668710948,52.515301758,13.326462173
A4:88:73:AE:3F:E2,11,-78,eduroam,1668710948,52.515301758,13.326462173
02:C8:DA:8F:95:76,6,-75,AndroidAP0BAB,1668710948,52.515301758,13.326462173
A4:88:73:AE:3F:E1,11,-78, ,1668710948,52.515301758,13.326462173
A4:88:73:AE:3F:E6,11,-77,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
C8:84:A1:7C:DA:A6,1,-78,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
CC:DB:93:1A:35:83,6,-82,TUB-Guest,1668710948,52.515301758,13.326462173
A4:88:73:AE:3F:E3,11,-77,TUB-Guest,1668710948,52.515301758,13.326462173
CC:DB:93:1A:35:86,6,-82,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
A4:88:73:AE:44:02,11,-80,eduroam,1668710948,52.515301758,13.326462173
CC:DB:93:1A:35:81,6,-83, ,1668710948,52.515301758,13.326462173
6C:B2:AE:1B:2C:A1,6,-87,dbs2,1668710948,52.515301758,13.326462173
A4:88:73:AE:44:03,11,-80,TUB-Guest,1668710948,52.515301758,13.326462173
A4:88:73:AE:44:06,11,-81,_Free_Wifi_Berlin,1668710948,52.515301758,13.326462173
C8:84:A1:7C:DA:A2,1,-79,eduroam,1668710950,52.515301758,13.326462173
C8:84:A1:7C:DA:A3,1,-78,TUB-Guest,1668710950,52.515301758,13.326462173
24:F5:A2:2D:EB:91,1,-53,LAA-Coexistence Experiment,1668710950,52.515301758,13.326462173
C8:84:A1:93:04:41,11,-75, ,1668710950,52.515301758,13.326462173
C8:84:A1:93:04:42,11,-75,eduroam,1668710950,52.515301758,13.326462173
C8:84:A1:93:04:43,11,-75,TUB-Guest,1668710950,52.515301758,13.326462173
C8:84:A1:93:04:46,11,-75,_Free_Wifi_Berlin,1668710950,52.515301758,13.326462173
C8:84:A1:7D:60:A1,11,-74, ,1668710950,52.515301758,13.326462173
C8:84:A1:7D:60:A2,11,-74,eduroam,1668710950,52.515301758,13.326462173
C8:84:A1:7D:60:A6,11,-73,_Free_Wifi_Berlin,1668710950,52.515301758,13.326462173
C8:84:A1:7D:60:A3,11,-73,TUB-Guest,1668710950,52.515301758,13.326462173
64:66:B3:6F:90:2B,11,-86,TKN-VRULab,1668710950,52.515301758,13.326462173
64:70:02:3E:AA:D1,13,-71,Schwammerl2,1668710950,52.515301758,13.326462173
5C:E1:76:66:02:E3,1,-72,TUB-Guest,1668710950,52.515301758,13.326462173
5C:E1:76:66:02:E6,1,-74,_Free_Wifi_Berlin,1668710950,52.515301758,13.326462173
CC:7F:75:5D:38:A1,11,-74, ,1668710950,52.515301758,13.326462173
CC:7F:75:5D:38:A2,11,-75,eduroam,1668710950,52.515301758,13.326462173
5C:E1:76:66:02:E2,1,-72,eduroam,1668710950,52.515301758,13.326462173
CC:7F:75:5D:38:A3,11,-77,TUB-Guest,1668710950,52.515301758,13.326462173
C2:D9:39:A2:C6:8A,11,-79,41haha,1668710950,52.515301758,13.326462173
CC:7F:75:5D:38:A6,11,-73,_Free_Wifi_Berlin,1668710950,52.515301758,13.326462173
5C:E1:76:66:02:E1,1,-72, ,1668710950,52.515301758,13.326462173
